Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
2024-07-16 05:00:00,05:00:00,CNR9166835285,Canceled by Driver,CID638201,Mini,BTM Layout,Varthur,,,,Personal & Car related issue,,,703,,20,,
2024-07-16 05:02:00,05:02:00,CNR8641680984,Success,CID924146,Prime Plus,Indiranagar,HSR Layout,152.0,56.0,,,No,,562,Cash,6,4.3,3.3
2024-07-16 05:02:00,05:02:00,CNR2882329309,Success,CID405802,eBike,Ulsoor,Yeshwanthpur,171.0,30.0,,,No,,830,UPI,17,3.9,4.1
2024-07-16 05:02:00,05:02:00,CNR7393005978,Canceled by Driver,CID490732,Mini,Indiranagar,BTM Layout,,,,Driver asked to cancel,,,325,,28,,
2024-07-16 05:02:00,05:02:00,CNR7358225709,Driver Not Found,CID457558,Mini,Jayanagar,Rajajinagar,,,,,,,498,,29,,
2024-07-16 05:03:00,05:03:00,CNR9279811980,Driver Not Found,CID855450,Uber Go,Richmond Town,Tumkur Road,,,,,,,453,,6,,
2024-07-16 05:03:00,05:03:00,CNR8548488726,Success,CID470040,Uber Premier,Hennur,Indiranagar,93.0,148.0,,,No,,556,Credit Card,0,3.8,3.7
2024-07-16 05:04:00,05:04:00,CNR5407966540,Success,CID928690,Auto,MG Road,HSR Layout,100.0,90.0,,,No,,1207,Cash,35,3.3,3.9
2024-07-16 05:05:00,05:05:00,CNR4002365379,Success,CID516676,Prime SUV,Bannerghatta Road,Sahakar Nagar,40.0,84.0,,,No,,720,Credit Card,38,5.0,4.0
2024-07-16 05:05:00,05:05:00,CNR4706417563,Driver Not Found,CID408181,Uber Premier,Bannerghatta Road,Marathahalli,,,,,,,180,,4,,
2024-07-16 05:05:00,05:05:00,CNR6680549269,Canceled by Driver,CID330067,Bike,Yeshwanthpur,BTM Layout,,,,Wrong Address,,,617,,41,,
2024-07-16 05:05:00,05:05:00,CNR7073055021,Canceled by Customer,CID108803,Uber Premier,Bannerghatta Road,Marathahalli,,,AC not working,,,,374,,25,,
2024-07-16 05:05:00,05:05:00,CNR3975082906,Canceled by Driver,CID325427,Mini,Marathahalli,Vijayanagar,,,,Personal & Car related issue,,,926,,43,,
2024-07-16 05:06:00,05:06:00,CNR4046700101,Success,CID176579,Mini,Bannerghatta Road,Yeshwanthpur,253.0,146.0,,,No,,1032,Credit Card,33,4.6,4.0
2024-07-16 05:07:00,05:07:00,CNR2357293445,Success,CID696153,Auto,Varthur,Sahakar Nagar,74.0,91.0,,,No,,259,UPI,22,3.7,3.3
2024-07-16 05:07:00,05:07:00,CNR3969441303,Success,CID616893,Bike,Magadi Road,RT Nagar,49.0,134.0,,,No,,575,Debit Card,43,4.8,3.4
2024-07-16 05:08:00,05:08:00,CNR8656613145,Success,CID552763,Sedan,Koramangala,Hennur,30.0,72.0,,,Yes,Other,2230,Cash,37,3.1,4.9
2024-07-16 05:09:00,05:09:00,CNR4902739929,Success,CID613508,eBike,HSR Layout,Jayanagar,179.0,94.0,,,Yes,Technical issue,232,Wallet,28,4.3,4.5
2024-07-16 05:09:00,05:09:00,CNR5625144382,Canceled by Driver,CID231860,Uber Premier,Yeshwanthpur,Varthur,,,,Vehicle breakdown,,,397,,4,,
2024-07-16 05:09:00,05:09:00,CNR4909926403,Canceled by Driver,CID358053,Mini,RT Nagar,Hennur,,,,Driver asked to cancel,,,447,,4,,
2024-07-16 05:10:00,05:10:00,CNR9824581671,Success,CID970826,Prime Plus,Rajajinagar,Tumkur Road,44.0,87.0,,,No,,571,UPI,6,5.0,4.4
2024-07-16 05:10:00,05:10:00,CNR2499472280,Success,CID694906,Auto,Yeshwanthpur,Ulsoor,85.0,144.0,,,No,,238,UPI,28,4.0,3.6
2024-07-16 05:10:00,05:10:00,CNR5709787014,Success,CID417760,eBike,RT Nagar,Bannerghatta Road,29.0,142.0,,,No,,756,Cash,45,4.1,4.1
2024-07-16 05:10:00,05:10:00,CNR3999391969,Success,CID605620,Uber Premier,Whitefield,Koramangala,57.0,70.0,,,No,,304,UPI,27,4.1,3.5
2024-07-16 05:10:00,05:10:00,CNR4293940034,Success,CID970274,Uber Premier,Jayanagar,Rajajinagar,22.0,22.0,,,No,,998,UPI,6,4.1,3.7
2024-07-16 05:10:00,05:10:00,CNR1477406966,Canceled by Driver,CID472585,Prime SUV,Koramangala,HSR Layout,,,,Personal & Car related issue,,,211,,49,,
2024-07-16 05:10:00,05:10:00,CNR4629116674,Success,CID381870,Bike,Tumkur Road,Tumkur Road,116.0,123.0,,,No,,875,UPI,40,3.9,4.2
2024-07-16 05:11:00,05:11:00,CNR4997875246,Driver Not Found,CID405271,Sedan,MG Road,Varthur,,,,,,,248,,41,,
2024-07-16 05:12:00,05:12:00,CNR7051726055,Success,CID541417,eBike,Hennur,Marathahalli,208.0,35.0,,,No,,642,UPI,22,4.0,3.5
2024-07-16 05:13:00,05:13:00,CNR8043839640,Success,CID433791,Bike,Hennur,Tumkur Road,220.0,70.0,,,No,,1439,UPI,30,3.7,3.7
2024-07-16 05:14:00,05:14:00,CNR6071455432,Canceled by Customer,CID629107,Prime Plus,BTM Layout,MG Road,,,Wrong address,,,,651,,49,,
2024-07-16 05:14:00,05:14:00,CNR9752444662,Canceled by Customer,CID870042,Mini,Koramangala,JP Nagar,,,Wrong address,,,,224,,31,,
2024-07-16 05:14:00,05:14:00,CNR4096291073,Canceled by Driver,CID173205,Mini,Whitefield,Richmond Town,,,,Personal & Car related issue,,,107,,22,,
2024-07-16 05:14:00,05:14:00,CNR6662002961,Success,CID241100,Uber Premier,Sahakar Nagar,Tumkur Road,241.0,132.0,,,No,,346,Debit Card,28,4.3,4.4
2024-07-16 05:14:00,05:14:00,CNR7121657350,Canceled by Customer,CID836811,Prime Plus,Tumkur Road,Tumkur Road,,,Long wait time,,,,781,,35,,
2024-07-16 05:14:00,05:14:00,CNR7234414837,Canceled by Driver,CID963856,Auto,Varthur,Chamarajpet,,,,Personal & Car related issue,,,893,,17,,
2024-07-16 05:15:00,05:15:00,CNR5211595553,Canceled by Driver,CID126149,Uber Go,Magadi Road,Ulsoor,,,,Wrong Address,,,438,,40,,
2024-07-16 05:15:00,05:15:00,CNR9615526482,Success,CID268948,Auto,Bannerghatta Road,BTM Layout,280.0,142.0,,,No,,236,Credit Card,49,3.9,4.8
2024-07-16 05:15:00,05:15:00,CNR4305775246,Success,CID955355,Bike,Electronic City,Yeshwanthpur,104.0,35.0,,,No,,792,Cash,22,4.1,4.3
2024-07-16 05:16:00,05:16:00,CNR8691980605,Canceled by Driver,CID538412,Sedan,BTM Layout,Whitefield,,,,Personal & Car related issue,,,860,,7,,
2024-07-16 05:17:00,05:17:00,CNR9294080057,Canceled by Driver,CID575246,Uber Premier,Vijayanagar,BTM Layout,,,,Vehicle breakdown,,,317,,33,,
2024-07-16 05:17:00,05:17:00,CNR9298980645,Driver Not Found,CID283842,Auto,Rajajinagar,Indiranagar,,,,,,,332,,20,,
2024-07-16 05:18:00,05:18:00,CNR1935809814,Success,CID318511,Uber Premier,Yeshwanthpur,Yeshwanthpur,105.0,133.0,,,No,,386,Cash,22,3.9,4.6
2024-07-16 05:19:00,05:19:00,CNR8975724519,Success,CID546767,Prime Sedan,JP Nagar,Sahakar Nagar,182.0,70.0,,,No,,551,UPI,40,3.5,3.4
2024-07-16 05:19:00,05:19:00,CNR9009926705,Success,CID492025,Mini,Marathahalli,Electronic City,97.0,148.0,,,No,,1369,Wallet,31,4.1,4.4
2024-07-16 05:20:00,05:20:00,CNR5825042624,Success,CID597625,Uber Premier,Tumkur Road,Tumkur Road,29.0,121.0,,,No,,250,Wallet,25,4.2,3.7
2024-07-16 05:20:00,05:20:00,CNR7219337425,Success,CID266107,Auto,Ulsoor,Sahakar Nagar,220.0,119.0,,,No,,390,UPI,15,3.5,5.0
2024-07-16 05:20:00,05:20:00,CNR9270522311,Success,CID347002,Uber Go,Yeshwanthpur,Indiranagar,124.0,76.0,,,No,,477,Cash,41,4.1,3.3
2024-07-16 05:21:00,05:21:00,CNR5938097578,Success,CID256655,Prime Plus,BTM Layout,Varthur,209.0,48.0,,,No,,452,Cash,22,4.0,4.2
2024-07-16 05:21:00,05:21:00,CNR4450666609,Success,CID271715,Sedan,Magadi Road,BTM Layout,68.0,23.0,,,Yes,Customer demand,174,UPI,31,3.7,3.7
2024-07-16 05:21:00,05:21:00,CNR3103222202,Success,CID404204,Prime Sedan,Hennur,RT Nagar,37.0,53.0,,,No,,2072,UPI,23,3.4,3.3
2024-07-16 05:22:00,05:22:00,CNR9034511225,Success,CID417111,Auto,Marathahalli,HSR Layout,89.0,72.0,,,No,,311,Wallet,31,4.2,4.4
2024-07-16 05:23:00,05:23:00,CNR3201235423,Success,CID977250,Auto,Magadi Road,MG Road,187.0,92.0,,,No,,1156,Cash,20,4.2,4.0
2024-07-16 05:24:00,05:24:00,CNR1614201669,Driver Not Found,CID983115,Uber Go,Hennur,Yeshwanthpur,,,,,,,449,,27,,
2024-07-16 05:25:00,05:25:00,CNR3297637013,Canceled by Customer,CID168870,Prime Sedan,Sahakar Nagar,Electronic City,,,Long wait time,,,,413,,33,,
2024-07-16 05:25:00,05:25:00,CNR9715672634,Canceled by Customer,CID734510,eBike,Sahakar Nagar,HSR Layout,,,Wrong address,,,,541,,9,,
2024-07-16 05:25:00,05:25:00,CNR5708747274,Success,CID541062,Prime SUV,Hennur,Indiranagar,197.0,69.0,,,No,,910,Credit Card,44,3.8,4.1
2024-07-16 05:25:00,05:25:00,CNR3574533915,Success,CID873858,eBike,Indiranagar,Rajajinagar,139.0,48.0,,,No,,303,Cash,42,3.8,3.3
2024-07-16 05:26:00,05:26:00,CNR5010079912,Success,CID386702,Uber Premier,Tumkur Road,BTM Layout,134.0,95.0,,,No,,1050,UPI,2,4.4,3.9
2024-07-16 05:26:00,05:26:00,CNR9453078690,Success,CID893350,eBike,RT Nagar,Varthur,174.0,137.0,,,No,,220,UPI,11,4.8,4.5
2024-07-16 05:26:00,05:26:00,CNR1882156641,Success,CID232470,Prime Sedan,MG Road,MG Road,249.0,143.0,,,No,,103,Cash,32,4.3,3.4
2024-07-16 05:26:00,05:26:00,CNR4134054899,Success,CID911834,Prime Sedan,Magadi Road,MG Road,52.0,139.0,,,No,,1010,UPI,16,3.9,4.2
2024-07-16 05:27:00,05:27:00,CNR4332611376,Driver Not Found,CID643380,Sedan,HSR Layout,Koramangala,,,,,,,214,,45,,
2024-07-16 05:27:00,05:27:00,CNR2053214652,Success,CID799810,eBike,Richmond Town,Bannerghatta Road,21.0,41.0,,,No,,1660,UPI,0,4.2,4.2
2024-07-16 05:28:00,05:28:00,CNR2079149095,Success,CID887089,Uber Premier,Varthur,Vijayanagar,200.0,141.0,,,No,,307,UPI,17,3.9,3.6
2024-07-16 05:28:00,05:28:00,CNR3640661574,Canceled by Customer,CID623140,Uber Go,HSR Layout,Bannerghatta Road,,,Long wait time,,,,170,,22,,
2024-07-16 05:28:00,05:28:00,CNR5152633040,Canceled by Customer,CID144953,eBike,Hennur,Koramangala,,,Driver is not moving,,,,468,,27,,
2024-07-16 05:28:00,05:28:00,CNR1767610092,Driver Not Found,CID345669,Prime SUV,JP Nagar,Sahakar Nagar,,,,,,,212,,17,,
2024-07-16 05:29:00,05:29:00,CNR1611007790,Success,CID147210,eBike,Marathahalli,Bannerghatta Road,55.0,97.0,,,No,,2580,Cash,50,3.0,4.8
2024-07-16 05:29:00,05:29:00,CNR9155628803,Success,CID561674,Mini,Koramangala,Ulsoor,272.0,125.0,,,No,,1768,Cash,24,4.2,4.3
2024-07-16 05:29:00,05:29:00,CNR1916781425,Success,CID761084,Mini,Magadi Road,Varthur,112.0,115.0,,,No,,1006,Credit Card,9,3.2,4.4
2024-07-16 05:30:00,05:30:00,CNR9623301556,Canceled by Driver,CID334478,Prime Sedan,MG Road,Bannerghatta Road,,,,Vehicle breakdown,,,854,,6,,
2024-07-16 05:30:00,05:30:00,CNR3420764157,Success,CID244977,Prime Sedan,Ulsoor,Vijayanagar,99.0,12.0,,,No,,193,Credit Card,10,4.7,4.6
2024-07-16 05:30:00,05:30:00,CNR7297492565,Success,CID399142,Prime Plus,MG Road,Varthur,178.0,50.0,,,No,,1119,UPI,45,4.0,4.1
2024-07-16 05:31:00,05:31:00,CNR7545269938,Success,CID126645,Uber Go,Richmond Town,Koramangala,121.0,121.0,,,No,,498,Credit Card,26,4.2,3.9
2024-07-16 05:31:00,05:31:00,CNR9384041575,Canceled by Customer,CID465907,Mini,JP Nagar,Ulsoor,,,Long wait time,,,,783,,17,,
2024-07-16 05:32:00,05:32:00,CNR8307034468,Success,CID677472,Uber Premier,Yeshwanthpur,JP Nagar,210.0,72.0,,,No,,272,UPI,8,4.4,4.8
2024-07-16 05:33:00,05:33:00,CNR9476195367,Success,CID224130,Bike,Indiranagar,Chamarajpet,63.0,132.0,,,No,,1168,UPI,47,4.7,3.9
2024-07-16 05:33:00,05:33:00,CNR8982653743,Success,CID473452,Uber Go,Yeshwanthpur,Richmond Town,80.0,85.0,,,No,,185,Cash,37,4.2,4.8
2024-07-16 05:34:00,05:34:00,CNR8464729810,Success,CID860872,Prime Plus,BTM Layout,Bannerghatta Road,51.0,76.0,,,No,,1155,UPI,23,4.5,4.2
2024-07-16 05:34:00,05:34:00,CNR3023035616,Canceled by Driver,CID715845,Sedan,Jayanagar,Koramangala,,,,Vehicle breakdown,,,186,,38,,
2024-07-16 05:34:00,05:34:00,CNR4018162053,Success,CID806845,Uber Premier,HSR Layout,Chamarajpet,195.0,148.0,,,No,,508,Cash,44,3.4,3.9
2024-07-16 05:34:00,05:34:00,CNR9323840940,Canceled by Customer,CID228051,Auto,Chamarajpet,RT Nagar,,,Wrong address,,,,193,,47,,
2024-07-16 05:34:00,05:34:00,CNR8450174514,Canceled by Driver,CID416738,Prime Sedan,HSR Layout,Tumkur Road,,,,Personal & Car related issue,,,740,,30,,
2024-07-16 05:34:00,05:34:00,CNR9292536190,Canceled by Driver,CID659553,Prime Sedan,Yeshwanthpur,Rajajinagar,,,,The driver was not moving towards pickup,,,1111,,16,,
2024-07-16 05:34:00,05:34:00,CNR7814098140,Success,CID649954,Prime Plus,Yeshwanthpur,RT Nagar,160.0,35.0,,,No,,167,UPI,39,5.0,4.1
2024-07-16 05:36:00,05:36:00,CNR9859360424,Canceled by Driver,CID900980,eBike,Varthur,Electronic City,,,,Personal & Car related issue,,,174,,4,,
2024-07-16 05:36:00,05:36:00,CNR6623966641,Success,CID443673,Mini,HSR Layout,MG Road,189.0,93.0,,,No,,733,Cash,50,4.6,3.8
2024-07-16 05:36:00,05:36:00,CNR3310813452,Success,CID742084,Uber Go,JP Nagar,Varthur,180.0,134.0,,,No,,671,UPI,49,4.2,4.1
2024-07-16 05:38:00,05:38:00,CNR4852368212,Canceled by Driver,CID832024,Prime Sedan,BTM Layout,Electronic City,,,,Driver asked to cancel,,,223,,20,,
2024-07-16 05:39:00,05:39:00,CNR1301640319,Success,CID770275,eBike,Electronic City,MG Road,207.0,18.0,,,No,,853,Wallet,30,3.8,4.3
2024-07-16 05:40:00,05:40:00,CNR6489775392,Success,CID416060,Sedan,Varthur,Vijayanagar,124.0,119.0,,,No,,385,UPI,33,4.7,4.1
2024-07-16 05:40:00,05:40:00,CNR4251188815,Success,CID445635,Mini,Yeshwanthpur,Marathahalli,161.0,130.0,,,No,,300,UPI,3,3.1,4.9
2024-07-16 05:41:00,05:41:00,CNR5006637784,Success,CID246305,Prime SUV,JP Nagar,Hennur,115.0,137.0,,,No,,160,UPI,3,5.0,3.9
2024-07-16 05:41:00,05:41:00,CNR9705169859,Canceled by Customer,CID576719,Prime Plus,JP Nagar,Hennur,,,Change of plans,,,,393,,43,,
2024-07-16 05:41:00,05:41:00,CNR7444089999,Canceled by Customer,CID438889,Bike,Hennur,JP Nagar,,,AC not working,,,,271,,8,,
2024-07-16 05:41:00,05:41:00,CNR6126244874,Driver Not Found,CID715016,Uber Go,Hennur,Magadi Road,,,,,,,183,,8,,
2024-07-16 05:42:00,05:42:00,CNR5990593838,Canceled by Driver,CID474797,Mini,Tumkur Road,Richmond Town,,,,Driver asked to cancel,,,369,,21,,
2024-07-16 05:43:00,05:43:00,CNR4157232221,Canceled by Driver,CID988832,Uber Go,MG Road,Hennur,,,,Personal & Car related issue,,,349,,21,,
2024-07-16 05:43:00,05:43:00,CNR6270125971,Success,CID154310,Mini,Koramangala,Bannerghatta Road,102.0,70.0,,,No,,613,UPI,1,3.8,4.0
2024-07-16 05:43:00,05:43:00,CNR2125969391,Success,CID488214,eBike,Indiranagar,Chamarajpet,240.0,57.0,,,No,,1208,Credit Card,47,4.6,3.9
2024-07-16 05:43:00,05:43:00,CNR1280091847,Driver Not Found,CID542968,Sedan,Tumkur Road,MG Road,,,,,,,393,,45,,
2024-07-16 05:44:00,05:44:00,CNR6185046122,Canceled by Driver,CID772184,Mini,Koramangala,Richmond Town,,,,Vehicle breakdown,,,932,,44,,
2024-07-16 05:45:00,05:45:00,CNR5541252536,Success,CID247350,Prime SUV,Marathahalli,Sahakar Nagar,273.0,110.0,,,No,,399,Wallet,32,4.1,4.6
2024-07-16 05:45:00,05:45:00,CNR2592788336,Success,CID807203,Auto,Hennur,Varthur,164.0,56.0,,,No,,116,Debit Card,0,4.6,3.4
2024-07-16 05:46:00,05:46:00,CNR7328977580,Success,CID906817,Uber Premier,Vijayanagar,Rajajinagar,259.0,96.0,,,Yes,Other,366,UPI,33,4.5,3.8
2024-07-16 05:46:00,05:46:00,CNR6101867948,Success,CID630358,Sedan,Koramangala,Electronic City,78.0,39.0,,,No,,1737,UPI,1,3.6,4.8
2024-07-16 05:46:00,05:46:00,CNR5309528022,Canceled by Driver,CID107108,Prime Sedan,Vijayanagar,JP Nagar,,,,Driver asked to cancel,,,525,,35,,
2024-07-16 05:47:00,05:47:00,CNR8082307384,Success,CID990542,Prime SUV,RT Nagar,Whitefield,113.0,129.0,,,No,,590,Wallet,38,3.7,4.6
2024-07-16 05:48:00,05:48:00,CNR2416509496,Success,CID154359,Prime SUV,JP Nagar,Rajajinagar,266.0,84.0,,,No,,844,Wallet,16,4.1,4.9
2024-07-16 05:48:00,05:48:00,CNR5486335440,Driver Not Found,CID233009,Uber Go,Vijayanagar,Tumkur Road,,,,,,,1481,,33,,
2024-07-16 05:48:00,05:48:00,CNR1201893294,Canceled by Customer,CID927251,Prime Sedan,BTM Layout,Jayanagar,,,AC not working,,,,340,,3,,
2024-07-16 05:48:00,05:48:00,CNR9098395783,Canceled by Customer,CID707365,Prime Sedan,Ulsoor,Indiranagar,,,Long wait time,,,,577,,16,,
2024-07-16 05:48:00,05:48:00,CNR7636788492,Success,CID509393,eBike,Tumkur Road,BTM Layout,219.0,89.0,,,No,,379,Wallet,29,4.7,3.4
2024-07-16 05:49:00,05:49:00,CNR7282925177,Success,CID548246,Prime SUV,BTM Layout,Electronic City,153.0,60.0,,,Yes,Vehicle breakdown,808,UPI,14,3.6,3.8
2024-07-16 05:49:00,05:49:00,CNR9494857611,Success,CID176278,Prime Plus,HSR Layout,Chamarajpet,268.0,33.0,,,No,,312,Debit Card,42,4.2,4.5
2024-07-16 05:50:00,05:50:00,CNR9341807247,Canceled by Customer,CID873731,eBike,Marathahalli,Tumkur Road,,,Driver is not moving,,,,318,,35,,
2024-07-16 05:51:00,05:51:00,CNR6891667262,Canceled by Driver,CID648197,Prime Plus,Varthur,Marathahalli,,,,Driver asked to cancel,,,347,,5,,
2024-07-16 05:51:00,05:51:00,CNR7864324402,Success,CID822376,Auto,Ulsoor,Rajajinagar,187.0,31.0,,,No,,1524,Cash,42,4.7,3.3
2024-07-16 05:52:00,05:52:00,CNR2650846605,Success,CID734799,Prime Plus,MG Road,Yeshwanthpur,215.0,74.0,,,No,,334,UPI,34,4.5,4.2
2024-07-16 05:52:00,05:52:00,CNR7778657448,Success,CID122152,Uber Premier,Indiranagar,Rajajinagar,23.0,75.0,,,No,,311,UPI,0,3.2,3.9
2024-07-16 05:52:00,05:52:00,CNR7425587952,Success,CID516643,Auto,Richmond Town,Indiranagar,219.0,30.0,,,No,,3060,Credit Card,34,3.9,3.7
2024-07-16 05:53:00,05:53:00,CNR7353215265,Success,CID697455,Prime Plus,Yeshwanthpur,Ulsoor,136.0,90.0,,,Yes,Route issue,891,Debit Card,48,3.9,3.8
2024-07-16 05:53:00,05:53:00,CNR1426090447,Success,CID207274,Prime SUV,Ulsoor,Chamarajpet,37.0,84.0,,,No,,463,UPI,38,4.2,3.4
2024-07-16 05:54:00,05:54:00,CNR7795948514,Canceled by Customer,CID931880,Auto,Electronic City,Jayanagar,,,Driver is not moving,,,,322,,49,,
2024-07-16 05:54:00,05:54:00,CNR7150773040,Success,CID868925,Sedan,Tumkur Road,JP Nagar,137.0,146.0,,,No,,300,UPI,7,4.4,3.6
2024-07-16 05:55:00,05:55:00,CNR3152893175,Canceled by Customer,CID718419,Prime Sedan,Bannerghatta Road,Vijayanagar,,,Driver is not moving,,,,461,,44,,
2024-07-16 05:55:00,05:55:00,CNR9570306947,Driver Not Found,CID776192,Auto,Vijayanagar,Tumkur Road,,,,,,,455,,43,,
2024-07-16 05:55:00,05:55:00,CNR6836333397,Success,CID338403,Sedan,Ulsoor,Chamarajpet,246.0,95.0,,,No,,289,Cash,18,3.8,3.5
2024-07-16 05:56:00,05:56:00,CNR7783315258,Canceled by Driver,CID497307,Prime SUV,HSR Layout,Magadi Road,,,,Driver asked to cancel,,,829,,29,,
2024-07-16 05:56:00,05:56:00,CNR7595952776,Canceled by Customer,CID927155,Prime Plus,Varthur,HSR Layout,,,Driver is not moving,,,,572,,15,,
2024-07-16 05:56:00,05:56:00,CNR2101421210,Driver Not Found,CID782192,Prime Plus,Marathahalli,BTM Layout,,,,,,,779,,45,,
2024-07-16 05:56:00,05:56:00,CNR6001145479,Canceled by Driver,CID891471,Mini,Yeshwanthpur,HSR Layout,,,,Personal & Car related issue,,,595,,14,,
2024-07-16 05:56:00,05:56:00,CNR4818850587,Success,CID542448,Prime SUV,Electronic City,Rajajinagar,262.0,68.0,,,No,,1389,Cash,21,4.6,3.7
2024-07-16 05:56:00,05:56:00,CNR5837132284,Success,CID609992,Prime SUV,Hennur,HSR Layout,134.0,80.0,,,No,,400,UPI,40,4.5,4.1
2024-07-16 05:57:00,05:57:00,CNR6253110914,Success,CID107949,Prime Plus,Jayanagar,Marathahalli,61.0,49.0,,,No,,829,UPI,16,3.9,4.0
2024-07-16 05:57:00,05:57:00,CNR6725219182,Success,CID158405,Uber Premier,BTM Layout,BTM Layout,233.0,54.0,,,No,,446,Cash,22,4.8,4.4
2024-07-16 05:57:00,05:57:00,CNR8853341681,Success,CID509078,Prime SUV,RT Nagar,Ulsoor,179.0,127.0,,,No,,384,Wallet,12,4.5,3.9
2024-07-16 05:57:00,05:57:00,CNR5317414632,Success,CID600775,Prime SUV,Varthur,RT Nagar,133.0,73.0,,,No,,151,Debit Card,8,3.7,4.3
2024-07-16 05:58:00,05:58:00,CNR6341025997,Canceled by Driver,CID214890,Uber Premier,Whitefield,BTM Layout,,,,Driver asked to cancel,,,361,,8,,
2024-07-16 05:59:00,05:59:00,CNR2685784848,Success,CID706300,Uber Go,Tumkur Road,Marathahalli,211.0,126.0,,,No,,1194,Debit Card,16,4.1,3.0
2024-07-16 05:59:00,05:59:00,CNR3202544603,Success,CID517738,Sedan,Vijayanagar,Koramangala,208.0,90.0,,,No,,1644,Cash,4,4.8,4.1
2024-07-16 05:59:00,05:59:00,CNR9992423143,Success,CID781793,Uber Premier,Vijayanagar,Ulsoor,191.0,93.0,,,No,,1300,UPI,48,3.8,3.8
2024-07-16 06:00:00,06:00:00,CNR1398613604,Driver Not Found,CID714452,Prime Sedan,Jayanagar,Hennur,,,,,,,325,,15,,
2024-07-16 06:01:00,06:01:00,CNR3987951678,Success,CID862799,Prime Sedan,Rajajinagar,Bannerghatta Road,256.0,54.0,,,No,,917,UPI,25,4.4,4.1
2024-07-16 06:02:00,06:02:00,CNR6992405278,Success,CID372013,Prime SUV,Yeshwanthpur,Tumkur Road,157.0,135.0,,,No,,526,UPI,41,3.7,4.0
2024-07-16 06:02:00,06:02:00,CNR2860394793,Canceled by Driver,CID617040,Uber Premier,MG Road,Electronic City,,,,The driver was not moving towards pickup,,,424,,30,,
2024-07-16 06:03:00,06:03:00,CNR1767491505,Success,CID107328,Prime SUV,Whitefield,Rajajinagar,76.0,148.0,,,No,,480,UPI,0,4.5,2.8
2024-07-16 06:04:00,06:04:00,CNR6842754861,Success,CID847769,Uber Go,Vijayanagar,Yeshwanthpur,130.0,28.0,,,No,,230,UPI,20,3.9,4.0
2024-07-16 06:04:00,06:04:00,CNR3682314893,Success,CID327525,Sedan,Ulsoor,Koramangala,108.0,51.0,,,No,,697,Wallet,31,4.3,4.7
2024-07-16 06:05:00,06:05:00,CNR8764402210,Success,CID988999,Prime Plus,Chamarajpet,Jayanagar,180.0,88.0,,,Yes,Vehicle breakdown,1247,Cash,25,4.6,4.3
2024-07-16 06:06:00,06:06:00,CNR6339393939,Driver Not Found,CID856192,Sedan,Marathahalli,Chamarajpet,,,,,,,360,,49,,
2024-07-16 06:07:00,06:07:00,CNR4149198856,Success,CID512444,Prime Sedan,MG Road,Ulsoor,41.0,80.0,,,Yes,Technical issue,1095,UPI,33,4.2,4.2
2024-07-16 06:08:00,06:08:00,CNR1988362936,Success,CID950054,Uber Premier,Vijayanagar,HSR Layout,229.0,109.0,,,No,,1157,UPI,43,4.3,3.6
2024-07-16 06:08:00,06:08:00,CNR7738319177,Success,CID172398,Prime Sedan,Rajajinagar,Whitefield,72.0,115.0,,,No,,639,Cash,26,4.5,4.2
2024-07-16 06:08:00,06:08:00,CNR9255239419,Canceled by Customer,CID898490,Prime Plus,Electronic City,Vijayanagar,,,Wrong address,,,,585,,39,,
2024-07-16 06:09:00,06:09:00,CNR4318107366,Canceled by Customer,CID261028,Prime Plus,Indiranagar,RT Nagar,,,Driver is not moving,,,,686,,25,,
2024-07-16 06:09:00,06:09:00,CNR6864752817,Success,CID600044,Sedan,MG Road,HSR Layout,29.0,30.0,,,No,,838,Cash,4,4.5,3.3
2024-07-16 06:09:00,06:09:00,CNR9338956847,Canceled by Driver,CID716521,Prime Sedan,Vijayanagar,Tumkur Road,,,,Driver asked to cancel,,,509,,44,,
2024-07-16 06:11:00,06:11:00,CNR7337783063,Success,CID738325,Sedan,BTM Layout,Magadi Road,197.0,124.0,,,No,,256,UPI,39,3.9,4.0
2024-07-16 06:11:00,06:11:00,CNR4925388093,Canceled by Customer,CID655727,Prime Plus,Whitefield,Koramangala,,,Change of plans,,,,1352,,10,,
2024-07-16 06:12:00,06:12:00,CNR5535336874,Success,CID872159,Auto,Vijayanagar,HSR Layout,161.0,49.0,,,No,,1047,Cash,7,4.1,3.6
2024-07-16 06:12:00,06:12:00,CNR7491399872,Success,CID277759,eBike,Yeshwanthpur,Chamarajpet,125.0,102.0,,,No,,100,Wallet,24,4.2,3.8
2024-07-16 06:12:00,06:12:00,CNR2252551976,Success,CID391556,Uber Go,Ulsoor,Bannerghatta Road,202.0,82.0,,,No,,949,UPI,29,4.9,3.6
2024-07-16 06:12:00,06:12:00,CNR7938887602,Success,CID438326,Bike,Marathahalli,Richmond Town,198.0,74.0,,,No,,162,Cash,5,3.7,3.1
2024-07-16 06:12:00,06:12:00,CNR4368021090,Driver Not Found,CID465545,Mini,Ulsoor,Indiranagar,,,,,,,662,,32,,
